296 281 358 141 261 281 278 161 86  255 235 177 7   281 282 161 354 235 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 -0.143 0.076 0.361 0.059 0.076 -0.085 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 0.174 0.076 0.689 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 3 -0.417 0.076 0.380
138 254 76  33  261 281 14  278 326 281 300 161 366 235 177 267 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 -0.143 0.076 0.361 0.059 0.076 -0.085 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 0.174 0.076 0.689 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 3 -0.417 0.076 0.380
281 181 33  40  281 282 52  281 19  282 33  323 281 300 261 349 351 281 33  375 326 255 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 -0.143 0.076 0.361 0.059 0.076 -0.085 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 0.174 0.076 0.689 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 3 -0.417 0.076 0.380
296 76  33  40  281 314 309 161 86  255 328 10  236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 -0.143 0.076 0.361 0.059 0.076 -0.085 -0.124 0.229 -0.585 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 0.174 0.076 0.689 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 4 -0.360 0.076 -0.733
281 230 309 365 281 314 306 140 326 89  59  94  168 366 331 140 121 161 282 322 76  104 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 -0.143 0.076 0.361 0.059 0.076 -0.085 -0.124 0.229 -0.585 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 0.174 0.076 0.689 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 4 -0.360 0.076 -0.733
138 254 76  358 323 281 314 311 236 86  140 33  40  281 314 309 4   161 76  104 177 282 326 255 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 -0.143 0.076 0.361 0.059 0.076 -0.085 -0.124 0.229 -0.585 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 0.174 0.076 0.689 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 4 -0.360 0.076 -0.733
138 205 42  299 365 281 144 282 236 296 281 311 326 281 42  161 86  255 135 281 311 309 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 -0.143 0.076 0.361 -0.417 0.076 0.380 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 -0.360 0.229 -0.733 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 2 0.613 0.381 0.163
261 281 267 179 94  296 281 20  33  40  281 282 161 86  255 7   281 309 323 281 311 115 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 -0.143 0.076 0.361 -0.417 0.076 0.380 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 -0.360 0.229 -0.733 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 2 0.613 0.381 0.163
246 365 281 309 323 281 311 236 281 270 33  7   89  267 196 255 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 -0.143 0.076 0.361 -0.417 0.076 0.380 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 -0.360 0.229 -0.733 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 2 0.613 0.381 0.163
281 144 278 33  366 7   281 314 6   161 282 235 177 7   234 76  309 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 -0.143 0.076 0.361 -0.417 0.076 0.380 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 0.174 0.076 0.689 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 9 -0.360 0.229 -0.733
281 350 33  323 281 300 366 7   281 314 282 358 7   234 76  309 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 -0.143 0.076 0.361 -0.417 0.076 0.380 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 0.174 0.076 0.689 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 9 -0.360 0.229 -0.733
138 254 76  33  365 281 144 322 258 236 86  255 7   281 314 282 179 7   234 76  309 351 281 314 282 33  236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 -0.143 0.076 0.361 -0.417 0.076 0.380 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 0.174 0.076 0.689 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 9 -0.360 0.229 -0.733
281 309 261 281 314 282 1   281 33  285 7   89  311 364 89  77  143 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 0.613 0.381 0.163 0.025 0.076 0.184 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 -0.360 0.229 -0.733 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 7 -0.360 0.381 -0.733
281 33  270 7   281 314 309 196 255 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 0.613 0.381 0.163 0.025 0.076 0.184 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 -0.360 0.229 -0.733 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 7 -0.360 0.381 -0.733
138 205 42  171 299 323 281 314 236 281 282 140 196 281 309 67  7   255 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 0.613 0.381 0.163 0.025 0.076 0.184 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 -0.360 0.229 -0.733 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 7 -0.360 0.381 -0.733
281 144 282 33  366 331 140 161 311 42  236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 0.613 0.381 0.163 -0.417 0.076 0.380 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 -0.360 0.229 -0.733 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 3 0.025 0.076 0.184
281 267 33  366 7   140 161 76  104 177 193 281 278 326 281 300 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 0.613 0.381 0.163 -0.417 0.076 0.380 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 -0.360 0.229 -0.733 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 3 0.025 0.076 0.184
281 33  261 281 19  282 179 366 7   235 161 76  104 177 282 326 281 144 309 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 0.613 0.381 0.163 -0.417 0.076 0.380 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.124 0.076 -0.585 0.613 0.229 0.163 -0.360 0.229 -0.733 -0.242 0.076 -0.083 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 3 0.025 0.076 0.184
281 33  323 281 314 366 267 235 177 236 1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0.613 0.076 0.163 0.613 0.381 0.163 0.025 0.076 0.184 -0.360 0.076 -0.733 0.773 0.076 0.629 0.392 0.076 -0.730 -0.360 0.381 -0.733 0.613 0.229 0.163 -0.360 0.229 -0.733 0.476 0.076 0.363 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 -1.000 6 -0.224 0.076 -0.156
